t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1606374989,1904,0.072310,0.000000,0.000000,0.000000,events/second
1606374992,1907,0.072416,0.000000,0.000000,0.000000,events/second
1606374995,1907,0.072408,0.000000,0.000000,0.000000,events/second
1606374998,1907,0.072400,0.000000,0.000000,0.000000,events/second
1606375001,1907,0.072391,0.000000,0.000000,0.000000,events/second
1606375004,1907,0.072383,0.000000,0.000000,0.000000,events/second
1606375007,1907,0.072375,0.000000,0.000000,0.000000,events/second
1606375010,1907,0.072367,0.000000,0.000000,0.000000,events/second
1606375013,1910,0.072472,0.000000,0.000000,0.000000,events/second
1606375016,1910,0.072464,0.000000,0.000000,0.000000,events/second
1606375019,1913,0.072569,0.000000,0.000000,0.000000,events/second
1606375022,1913,0.072561,0.000000,0.000000,0.000000,events/second
1606375025,1913,0.072553,0.000000,0.000000,0.000000,events/second
1606375028,1913,0.072545,0.000000,0.000000,0.000000,events/second
1606375031,1914,0.072574,0.000000,0.000000,0.000000,events/second
1606375034,1916,0.072642,0.000000,0.000000,0.000000,events/second
1606375037,1916,0.072634,0.000000,0.000000,0.000000,events/second
1606375040,1916,0.072625,0.000000,0.000000,0.000000,events/second
1606375043,1916,0.072617,0.000000,0.000000,0.000000,events/second
1606375046,1916,0.072609,0.000000,0.000000,0.000000,events/second
1606375049,1916,0.072601,0.000000,0.000000,0.000000,events/second
1606375052,1919,0.072706,0.000000,0.000000,0.000000,events/second
1606375055,1919,0.072698,0.000000,0.000000,0.000000,events/second
1606375058,1919,0.072690,0.000000,0.000000,0.000000,events/second
1606375061,1919,0.072681,0.000000,0.000000,0.000000,events/second
1606375064,1919,0.072673,0.000000,0.000000,0.000000,events/second
1606375067,1919,0.072665,0.000000,0.000000,0.000000,events/second
1606375070,1919,0.072657,0.000000,0.000000,0.000000,events/second
1606375073,1922,0.072762,0.000000,0.000000,0.000000,events/second
1606375076,1922,0.072754,0.000000,0.000000,0.000000,events/second
1606375079,1922,0.072745,0.000000,0.000000,0.000000,events/second
1606375082,1922,0.072737,0.000000,0.000000,0.000000,events/second
1606375085,1922,0.072729,0.000000,0.000000,0.000000,events/second
1606375088,1922,0.072721,0.000000,0.000000,0.000000,events/second
1606375091,1923,0.072750,0.000000,0.000000,0.000000,events/second
1606375094,1925,0.072818,0.000000,0.000000,0.000000,events/second
1606375097,1925,0.072809,0.000000,0.000000,0.000000,events/second
1606375100,1925,0.072801,0.000000,0.000000,0.000000,events/second
1606375103,1925,0.072793,0.000000,0.000000,0.000000,events/second
1606375106,1925,0.072784,0.000000,0.000000,0.000000,events/second
1606375109,1925,0.072776,0.000000,0.000000,0.000000,events/second
1606375112,1928,0.072881,0.000000,0.000000,0.000000,events/second
1606375115,1928,0.072873,0.000000,0.000000,0.000000,events/second
1606375118,1929,0.072903,0.000000,0.000000,0.000000,events/second
1606375121,1929,0.072894,0.000000,0.000000,0.000000,events/second
1606375124,1929,0.072886,0.000000,0.000000,0.000000,events/second
1606375127,1929,0.072878,0.000000,0.000000,0.000000,events/second
1606375130,1929,0.072870,0.000000,0.000000,0.000000,events/second
1606375133,1932,0.072975,0.000000,0.000000,0.000000,events/second
1606375136,1932,0.072966,0.000000,0.000000,0.000000,events/second
1606375139,1932,0.072958,0.000000,0.000000,0.000000,events/second
1606375142,1932,0.072950,0.000000,0.000000,0.000000,events/second
1606375145,1932,0.072942,0.000000,0.000000,0.000000,events/second
1606375148,1932,0.072933,0.000000,0.000000,0.000000,events/second
1606375151,1933,0.072963,0.000000,0.000000,0.000000,events/second
1606375154,1935,0.073030,0.000000,0.000000,0.000000,events/second
1606375157,1935,0.073022,0.000000,0.000000,0.000000,events/second
1606375160,1935,0.073014,0.000000,0.000000,0.000000,events/second
1606375163,1935,0.073005,0.000000,0.000000,0.000000,events/second
1606375166,1935,0.072997,0.000000,0.000000,0.000000,events/second
1606375169,1935,0.072989,0.000000,0.000000,0.000000,events/second
1606375172,1938,0.073094,0.000000,0.000000,0.000000,events/second
1606375175,1938,0.073085,0.000000,0.000000,0.000000,events/second
1606375178,1938,0.073077,0.000000,0.000000,0.000000,events/second
1606375181,1938,0.073069,0.000000,0.000000,0.000000,events/second
1606375184,1938,0.073061,0.000000,0.000000,0.000000,events/second
1606375187,1938,0.073052,0.000000,0.000000,0.000000,events/second
1606375190,1938,0.073044,0.000000,0.000000,0.000000,events/second
1606375193,1941,0.073149,0.000000,0.000000,0.000000,events/second
1606375196,1941,0.073141,0.000000,0.000000,0.000000,events/second
1606375199,1941,0.073132,0.000000,0.000000,0.000000,events/second
1606375202,1942,0.073162,0.000000,0.000000,0.000000,events/second
1606375205,1942,0.073153,0.000000,0.000000,0.000000,events/second
1606375208,1942,0.073145,0.000000,0.000000,0.000000,events/second
1606375211,1942,0.073137,0.000000,0.000000,0.000000,events/second
1606375214,1945,0.073242,0.000000,0.000000,0.000000,events/second
1606375217,1945,0.073233,0.000000,0.000000,0.000000,events/second
1606375220,1945,0.073225,0.000000,0.000000,0.000000,events/second
1606375223,1945,0.073217,0.000000,0.000000,0.000000,events/second
1606375226,1945,0.073209,0.000000,0.000000,0.000000,events/second
1606375229,1945,0.073200,0.000000,0.000000,0.000000,events/second
1606375232,1948,0.073305,0.000000,0.000000,0.000000,events/second
1606375235,1948,0.073297,0.000000,0.000000,0.000000,events/second
1606375238,1948,0.073288,0.000000,0.000000,0.000000,events/second
1606375241,1948,0.073280,0.000000,0.000000,0.000000,events/second
1606375244,1948,0.073272,0.000000,0.000000,0.000000,events/second
1606375247,1948,0.073264,0.000000,0.000000,0.000000,events/second
1606375250,1948,0.073255,0.000000,0.000000,0.000000,events/second
1606375253,1951,0.073360,0.000000,0.000000,0.000000,events/second
1606375256,1951,0.073352,0.000000,0.000000,0.000000,events/second
1606375259,1951,0.073343,0.000000,0.000000,0.000000,events/second
1606375262,1951,0.073335,0.000000,0.000000,0.000000,events/second
1606375265,1951,0.073327,0.000000,0.000000,0.000000,events/second
1606375268,1951,0.073318,0.000000,0.000000,0.000000,events/second
1606375271,1951,0.073310,0.000000,0.000000,0.000000,events/second
1606375274,1954,0.073415,0.000000,0.000000,0.000000,events/second
1606375277,1954,0.073406,0.000000,0.000000,0.000000,events/second
1606375280,1954,0.073398,0.000000,0.000000,0.000000,events/second
1606375283,1957,0.073503,0.000000,0.000000,0.000000,events/second
1606375286,1957,0.073494,0.000000,0.000000,0.000000,events/second
1606375289,1957,0.073486,0.000000,0.000000,0.000000,events/second
1606375292,1960,0.073590,0.000000,0.000000,0.000000,events/second
1606375295,1960,0.073582,0.000000,0.000000,0.000000,events/second
1606375298,1960,0.073574,0.000000,0.000000,0.000000,events/second
1606375301,1960,0.073565,0.000000,0.000000,0.000000,events/second
1606375304,1960,0.073557,0.000000,0.000000,0.000000,events/second
1606375307,1960,0.073549,0.000000,0.000000,0.000000,events/second
1606375310,1960,0.073541,0.000000,0.000000,0.000000,events/second
1606375313,1963,0.073645,0.000000,0.000000,0.000000,events/second
1606375316,1963,0.073637,0.000000,0.000000,0.000000,events/second
1606375319,1963,0.073628,0.000000,0.000000,0.000000,events/second
1606375322,1963,0.073620,0.000000,0.000000,0.000000,events/second
1606375325,1963,0.073612,0.000000,0.000000,0.000000,events/second
1606375328,1963,0.073603,0.000000,0.000000,0.000000,events/second
1606375331,1963,0.073595,0.000000,0.000000,0.000000,events/second
1606375334,1966,0.073699,0.000000,0.000000,0.000000,events/second
1606375337,1966,0.073691,0.000000,0.000000,0.000000,events/second
1606375340,1966,0.073683,0.000000,0.000000,0.000000,events/second
1606375343,1966,0.073675,0.000000,0.000000,0.000000,events/second
1606375346,1966,0.073666,0.000000,0.000000,0.000000,events/second
1606375349,1966,0.073658,0.000000,0.000000,0.000000,events/second
1606375352,1969,0.073762,0.000000,0.000000,0.000000,events/second
1606375355,1969,0.073754,0.000000,0.000000,0.000000,events/second
1606375358,1969,0.073745,0.000000,0.000000,0.000000,events/second
1606375361,1969,0.073737,0.000000,0.000000,0.000000,events/second
1606375364,1969,0.073729,0.000000,0.000000,0.000000,events/second
1606375367,1969,0.073721,0.000000,0.000000,0.000000,events/second
1606375370,1969,0.073712,0.000000,0.000000,0.000000,events/second
1606375373,1972,0.073816,0.000000,0.000000,0.000000,events/second
1606375376,1972,0.073808,0.000000,0.000000,0.000000,events/second
1606375379,1972,0.073800,0.000000,0.000000,0.000000,events/second
1606375382,1972,0.073792,0.000000,0.000000,0.000000,events/second
1606375385,1972,0.073783,0.000000,0.000000,0.000000,events/second
1606375388,1972,0.073775,0.000000,0.000000,0.000000,events/second
1606375391,1972,0.073767,0.000000,0.000000,0.000000,events/second
1606375394,1975,0.073871,0.000000,0.000000,0.000000,events/second
1606375397,1975,0.073862,0.000000,0.000000,0.000000,events/second
1606375400,1975,0.073854,0.000000,0.000000,0.000000,events/second
1606375403,1975,0.073846,0.000000,0.000000,0.000000,events/second
1606375406,1975,0.073837,0.000000,0.000000,0.000000,events/second
1606375409,1975,0.073829,0.000000,0.000000,0.000000,events/second
1606375412,1978,0.073933,0.000000,0.000000,0.000000,events/second
1606375415,1978,0.073925,0.000000,0.000000,0.000000,events/second
1606375418,1978,0.073916,0.000000,0.000000,0.000000,events/second
1606375421,1978,0.073908,0.000000,0.000000,0.000000,events/second
